
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
'342862 - 342881, <Person> : представителями ФМС' == '<NULL>'
'342897 - 342918, <Person> : российских чиновников' == '<NULL>'
'342937 - 342955, <Person> : «соотечественники»' == '<NULL>'
'343156 - 343222, <Person> : председатель общественного объединения «Соотечественники Гагаузии»' == '<NULL>'
'343264 - 343282, <Person> : участников встречи' == '<NULL>'
'343701 - 343719, <Person> : молдавских граждан' == '<NULL>'
'343721 - 343740, <Person> : работающих в России' == '343734 - 343740, <Location> : России'
'343742 - 343747, <Person> : гости' == '<NULL>'
'344311 - 344327, <Person> : граждан Молдавии' == '344319 - 344327, <Location> : Молдавии'
'344520 - 344539, <Person> : руководителя службы' == '<NULL>'
'344569 - 344605, <Person> : лидерами Партии социалистов Молдавии' == '344597 - 344605, <Location> : Молдавии'
'344569 - 344612, <Person> : лидерами Партии социалистов Молдавии (ПСРМ)' == '344597 - 344605, <Location> : Молдавии'
'344613 - 344627, <Person> : Игорем Додоном' == '<NULL>'
'344630 - 344647, <Person> : Зинаидой Гречаной' == '<NULL>'
'344569 - 344647, <Person> : лидерами Партии социалистов Молдавии (ПСРМ) Игорем Додоном и Зинаидой Гречаной' == '344597 - 344605, <Location> : Молдавии'
'344652 - 344670, <Person> : гражданам Молдавии' == '344662 - 344670, <Location> : Молдавии'
'344848 - 344861, <Person> : Ромодановский' == '<NULL>'
'344893 - 344910, <Person> : граждане Молдавии' == '344902 - 344910, <Location> : Молдавии'
'345238 - 345263, <Person> : молдавских гастарбайтеров' == '<NULL>'
'345452 - 345476, <Person> : молдавские гастарбайтеры' == '<NULL>'
'345735 - 345751, <Person> : граждан Молдавии' == '345743 - 345751, <Location> : Молдавии'
'348927 - 348938, <Person> : поколение Y' == '<NULL>'
'349864 - 349894, <Person> : группы компании «ДИАЛЛ АЛЬЯНС»' == '<NULL>'
'349939 - 349968, <Person> : группы инновационного проекта' == '<NULL>'
'349939 - 350002, <Person> : группы инновационного проекта – программы «Школа топ-менеджера»' == '<NULL>'
'352612 - 352629, <Person> : президента России' == '352623 - 352629, <Location> : России'
'352907 - 352916, <Person> : президент' == '<NULL>'
'353130 - 353137, <Person> : премьер' == '<NULL>'
'353432 - 353442, <Person> : участников' == '<NULL>'
'353496 - 353549, <Person> : первый заместитель министра промышленности и торговли' == '<NULL>'
'353564 - 353606, <Person> : руководитель Федеральной таможенной службы' == '<NULL>'
'354194 - 354218, <Person> : генеральные конструкторы' == '<NULL>'
'354221 - 354259, <Person> : специалисты космической промышленности' == '<NULL>'
'354279 - 354341, <Person> : заместителя председателя комитета Госдумы по финансовому рынку' == '354313 - 354320, <Org> : Госдумы'
'354361 - 354378, <Person> : депутатов Госдумы' == '354371 - 354378, <Org> : Госдумы'
'354379 - 354392, <Person> : Василия Журко' == '<NULL>'
'354644 - 354660, <Person> : Александр Дятлов' == '<NULL>'
'354672 - 354678, <Person> : Путина' == '<NULL>'
'354937 - 354946, <Person> : участники' == '<NULL>'
'355203 - 355231, <Person> : депутаты областного Собрания' == '<NULL>'
'355233 - 355306, <Person> : представители министерства природных ресурсов и ЛПК Архангельской области' == '<NULL>'
'355394 - 355407, <Person> : корреспондент' == '<NULL>'
'356589 - 356599, <Person> : Президенте' == '<NULL>'
'356916 - 356947, <Person> : руководства национального парка' == '<NULL>'
'357033 - 357042, <Person> : президент' == '<NULL>'
'357072 - 357110, <Person> : министру природных ресурсов и экологии' == '<NULL>'
'357111 - 357126, <Person> : Сергею Донскому' == '<NULL>'
'357072 - 357126, <Person> : министру природных ресурсов и экологии Сергею Донскому' == '<NULL>'
'357201 - 357336, <Person> : председатель комитета по природопользованию и лесопромышленному комплексу Архангельского областного Собрания депутатов Александр Дятлов' == '<NULL>'
'357639 - 357666, <Person> : региональных парламентариев' == '<NULL>'
'357671 - 357681, <Person> : президента' == '<NULL>'
'358143 - 358159, <Person> : Алексея Гордеева' == '<NULL>'
'358395 - 358404, <Person> : инженеров' == '<NULL>'
'358406 - 358426, <Person> : Отец В.Миклушевского' == '<NULL>'
'358481 - 358496, <Person> : В. Миклушевский' == '<NULL>'
'358646 - 358652, <Person> : Ириной' == '<NULL>'
'358801 - 358819, <Person> : В.В. Миклушевскому' == '<NULL>'
'358847 - 358870, <Person> : доктор технических наук' == '<NULL>'
'359065 - 359075, <Person> : ассистента' == '<NULL>'
'359079 - 359097, <Person> : первого проректора' == '<NULL>'
'359079 - 359135, <Person> : первого проректора Московского института стали и сплавов' == '<NULL>'
'359168 - 359277, <Person> : директором департамента прогнозирования и организации бюджетного процесса Министерства образования и науки РФ' == '<NULL>'
'359304 - 359344, <Person> : заместитель министра образования и науки' == '<NULL>'
'359830 - 359865, <Person> : инженер путей сообщения — строитель' == '<NULL>'
'359867 - 359899, <Person> : ведущий специалист по управлению' == '<NULL>'
'359902 - 359930, <Person> : менеджер высшей квалификации' == '<NULL>'
'359932 - 359957, <Person> : доктор экономических наук' == '<NULL>'
'359959 - 359978, <Person> : действительный член' == '<NULL>'
'359959 - 360035, <Person> : действительный член (академик) Российской академии сельскохозяйственных наук' == '<NULL>'
'360099 - 360120, <Person> : старший прораб СУ № 4' == '<NULL>'
'360243 - 360261, <Person> : главный специалист' == '<NULL>'
'360263 - 360279, <Person> : начальник отдела' == '<NULL>'
'360281 - 360303, <Person> : заместитель начальника' == '<NULL>'
'360281 - 360313, <Person> : заместитель начальника Главснаба' == '<NULL>'
'360329 - 360415, <Person> : заместитель начальника Управления производства и распределения тары Госагропрома РСФСР' == '<NULL>'
'360440 - 360487, <Person> : заместитель генерального директора АПК «Москва»' == '360480 - 360486, <Location> : Москва'
'360490 - 360523, <Person> : председатель ПТО «Агропромсервис»' == '360508 - 360522, <Org> : Агропромсервис'
'360535 - 360564, <Person> : Александр Николаевич Михайлов' == '<NULL>'
'360921 - 360934, <Person> : Президента РФ' == '<NULL>'
'360987 - 361063, <Person> : студент Харьковского института железнодорожного транспорта имени С.М. Кирова' == '<NULL>'
'361065 - 361118, <Person> : секретарь комитета комсомола механического факультета' == '<NULL>'
'361825 - 361907, <Person> : начальником установки подготовки и перекачки нефти нефтегазодобывающего управления' == '<NULL>'
'362107 - 362170, <Person> : начальника цеха подготовки и перекачки нефти НГДУ «Дружбанефть»' == '362158 - 362169, <Org> : Дружбанефть'
'362192 - 362254, <Person> : заместителем главного инженера по подготовке и перекачке нефти' == '<NULL>'
'362257 - 362309, <Person> : начальником отдела подготовки нефти НГДУ «Повхнефть»' == '<NULL>'
'362356 - 362363, <Person> : Osadchi' == '<NULL>'
'362350 - 362363, <Person> : Iurii Osadchi' == '<NULL>'
'362472 - 362508, <Person> : российского министра иностранных дел' == '<NULL>'
'362509 - 362523, <Person> : Сергея Лаврова' == '<NULL>'
'362472 - 362523, <Person> : российского министра иностранных дел Сергея Лаврова' == '<NULL>'
'362677 - 362683, <Person> : Лавров' == '<NULL>'
'362996 - 363002, <Person> : Лавров' == '<NULL>'
'363100 - 363131, <Person> : Индивидуальным предпринимателям' == '<NULL>'
'363959 - 364013, <Person> : День работников налоговых органов Российской Федерации' == '<NULL>'
'364025 - 364051, <Person> : работники налоговой службы' == '<NULL>'
'364053 - 364069, <Person> : ветераны отрасли' == '<NULL>'
'364446 - 364466, <Person> : приморскими авторами' == '<NULL>'
'365484 - 365527, <Person> : главами указанных муниципальных образований' == '<NULL>'
'366340 - 366388, <Person> : заместители директоров по дошкольному воспитанию' == '<NULL>'
'366391 - 366410, <Person> : старшие воспитатели' == '<NULL>'
'366709 - 366742, <Person> : участковых уполномоченных полиции' == '<NULL>'
'366754 - 366762, <Person> : ветераны' == '<NULL>'
'366764 - 366807, <Person> : сотрудники службы участковых уполномоченных' == '<NULL>'
'367348 - 367387, <Person> : Специалисты территориальных органов ПФР' == '<NULL>'
'367461 - 367469, <Person> : учащимся' == '<NULL>'
'368142 - 368149, <Person> : Писахов' == '<NULL>'
'368330 - 368343, <Person> : С.Г. Писахова' == '<NULL>'
'368458 - 368465, <Person> : Камалия' == '<NULL>'
'368508 - 368518, <Person> : бойцам АТО' == '<NULL>'
'368585 - 368592, <Person> : Камалия' == '<NULL>'
'368567 - 368592, <Person> : украинская певица Камалия' == '<NULL>'
'368833 - 368858, <Person> : украинских военнослужащих' == '<NULL>'
'369249 - 369271, <Person> : достоверных источников' == '<NULL>'
'369331 - 369343, <Person> : знаменитости' == '<NULL>'
'369392 - 369399, <Person> : Камалии' == '<NULL>'
'369548 - 369555, <Person> : Камалия' == '<NULL>'
